week,600000,600009,600016,600028,600030,600031,600036,600048,600050,600104,600196,600276,600309,600340,600519,600547,600585,600690,600703,600837,600887,601012,601066,601088,601111,601138,601166,601186,601211,601236,601288,601318,601319,601328,601336,601390,601398,601601,601628,601668,601688,601766,601818,601857,601888,601939,601988,601989,603259,603993
2018-01,0.007943,-0.019107,0.02503,0.151713,0.043094,0.057332,0.037216,0.080565,0.063191,-0.003745,-0.03618,0.019426,,0.114368,0.058596,0.025016,0.113195,0.007431,0.028358,0.030303,0.038521,0.047475,,0.021148,-0.011364,,0.01236,0.043986,0.032397,,0.010444,0.013004,,0.011272,-0.068661,0.028605,-0.019355,-0.045872,-0.023317,0.052106,0.075898,0.047069,0.017284,0.061805,0.041023,0.0,0.002519,0.011609,,0.040698
2018-02,0.017336,-0.004757,0.023256,0.012748,0.023835,-0.026069,0.046844,0.026815,-0.014859,0.062343,0.059921,0.061007,,0.138079,0.067799,0.019712,-0.033384,0.132771,-0.045959,-0.002262,0.041579,-0.038774,,0.029586,-0.017241,,0.042442,-0.015477,0.001569,,0.036176,0.049654,,0.014331,-0.007648,-0.016222,0.027961,0.020749,0.021856,0.0,0.064082,-0.041798,0.009709,0.018626,0.016825,0.027344,0.027638,0.003279,,0.067039
2018-03,0.025562,0.015248,0.035227,-0.015385,0.101397,0.014989,0.030149,0.101274,0.039216,-0.031849,-0.046194,-0.003351,,0.045215,-0.048502,-0.002148,0.031052,-0.016279,-0.084303,0.06198,-0.03475,-0.038703,,-0.00821,-0.05848,,0.017847,0.039301,0.066319,,0.114713,0.042736,,0.059655,-0.027898,0.021201,0.1392,0.017353,0.025337,0.090622,0.053644,0.000823,0.067308,0.028571,0.048552,0.152091,0.075795,0.013072,,0.060209
2018-04,0.01284,0.050885,0.023052,0.048295,0.049319,0.040084,0.031115,-0.005784,0.05225,0.065489,-0.006688,0.03752,,0.02956,0.036045,0.01845,0.069146,0.028842,0.091188,0.026335,0.030646,0.079671,,0.047185,0.165927,,0.02411,0.021849,0.01665,,0.002237,-0.019204,,0.04,-0.040748,0.011534,0.035112,-0.028265,0.0,0.030918,0.006244,0.013158,0.083333,0.034444,0.017027,0.059406,0.056818,0.024194,,-0.039506
2018-05,-0.020134,0.040529,-0.016094,0.02168,-0.036705,-0.058824,0.030774,0.071553,-0.056552,-0.008005,-0.05642,-0.0372,,0.072129,-0.047374,-0.077295,0.060937,-0.027114,-0.062676,-0.050624,0.001155,-0.008403,,0.132411,0.035769,,0.003745,-0.030428,-0.030829,,0.006696,-0.001183,,-0.025641,0.014876,-0.020525,0.031208,0.035105,0.010911,-0.050609,-0.073031,-0.068994,-0.027027,-0.001074,0.09902,-0.008307,-0.015054,-0.03622,,0.008997
2018-06,-0.027397,-0.093481,-0.095965,-0.153846,-0.193773,-0.107759,-0.109855,-0.229642,-0.121345,-0.077522,-0.141978,-0.090468,,-0.254953,-0.076945,-0.161322,-0.166892,-0.110061,-0.035148,-0.131483,-0.098904,-0.177701,,-0.152182,-0.112417,,-0.051706,-0.136556,-0.134692,,-0.077605,-0.152348,,-0.020468,-0.159121,-0.104773,-0.121053,-0.095688,-0.14381,-0.126357,-0.130793,-0.098518,-0.059829,-0.145161,-0.130968,-0.124607,-0.063319,-0.117647,,-0.210191
2018-07,-0.025039,-0.009046,0.015682,-0.010972,0.016138,0.006039,0.021491,0.071177,0.019967,0.037488,0.144537,0.064683,,0.072764,0.051242,0.040705,0.070894,0.051486,0.062639,0.014298,0.032,0.061514,,0.016468,0.039735,,-0.003935,0.014735,0.009765,,0.0,0.069222,,-0.022388,0.006004,-0.029909,0.02994,0.043397,-0.027438,0.014689,-0.005332,-0.021277,-0.018182,0.008805,0.107311,0.014354,-0.002331,0.005556,,0.087097
2018-08,0.020867,0.069375,0.043943,0.042789,0.031764,0.030012,0.01307,0.028947,0.026101,0.025896,0.006264,0.018768,,0.070008,0.033447,-0.015419,0.023079,0.03685,0.008361,0.007463,0.053953,-0.003944,,0.037667,0.106688,,0.024831,0.030978,0.00967,,0.043269,0.025403,,0.019847,0.060454,0.022788,0.018895,0.064698,0.039268,0.037862,0.023824,0.029644,0.037037,0.021197,0.044015,0.037736,0.025701,0.018416,,0.189911
2018-09,-0.024371,0.074477,-0.040956,-0.037994,-0.019791,-0.054779,-0.055066,-0.053708,0.023847,0.027884,0.001245,0.006687,,-0.08554,-0.008175,0.0233,-0.042149,-0.025803,0.048507,-0.011523,-0.050603,0.089552,,-0.088212,-0.056835,,-0.014868,-0.024413,-0.001127,,-0.052995,-0.041903,,-0.035928,-0.055737,-0.007864,-0.047076,-0.061973,-0.017975,-0.033262,-0.001745,-0.016315,-0.046875,-0.028083,-0.014423,-0.067045,-0.050114,0.016275,,0.042394
2018-10,0.005641,0.009533,0.00949,0.009479,0.057768,0.048089,0.037296,0.030405,-0.021739,0.035694,0.08008,0.076183,,0.059855,-0.011149,0.012318,-0.018903,0.026987,0.063266,0.024979,-0.036566,0.024602,,-0.006421,-0.020595,,0.01062,0.013474,0.025945,,-0.021898,0.047429,,0.006211,0.036916,0.007926,-0.019461,0.035733,0.025402,0.00111,0.044872,0.042927,0.007026,0.008794,0.074484,0.004872,0.002398,-0.003559,,0.008373
2018-11,-0.014423,-0.029313,-0.023502,0.004695,-0.027572,-0.027059,-0.032745,-0.041967,-0.020635,0.01544,-0.018881,0.032246,,-0.070659,0.015998,-0.013643,0.080859,-0.010706,-0.052436,-0.02437,-0.003538,-0.01528,,0.000431,0.001558,,-0.035398,-0.025641,-0.028587,,0.012438,-0.00536,,-0.015432,-0.036343,-0.019659,-0.029008,0.011665,-0.018579,-0.017738,-0.033463,-0.038354,-0.025581,-0.014944,-0.030732,-0.041212,-0.011962,-0.021429,,0.094899
2018-12,-0.047967,0.029185,-0.039711,0.063863,-0.034896,-0.01451,0.005974,-0.08898,-0.081037,-0.034754,0.046468,0.032581,,-0.037309,-0.038913,0.089346,-0.07744,-0.082636,-0.021978,-0.069109,-0.086507,-0.05708,,-0.044789,-0.105754,,-0.012615,-0.064327,-0.056593,,-0.029484,-0.002978,,-0.009404,-0.092169,-0.002674,-0.009434,-0.036801,-0.008909,0.002257,-0.059435,-0.000973,0.0,-0.010114,0.027743,-0.018963,-0.002421,-0.076642,,-0.098592
2018-13,-0.005124,-0.038204,0.001253,-0.051245,0.049718,-0.035583,-0.040251,0.012021,0.017637,-0.043319,-0.002243,0.028244,,-0.0367,-0.03859,-0.003432,0.019005,-0.055228,-0.063804,0.027728,0.006714,0.007053,,-0.059964,0.030435,,-0.030778,0.01875,0.023395,,-0.010127,-0.070982,,-0.022152,-0.024587,-0.012064,-0.033333,-0.135762,-0.048315,-0.024775,0.057669,-0.021422,-0.026253,-0.024266,-0.072568,-0.001289,-0.046117,0.073123,,0.019231
2018-14,-0.0103,-0.020066,-0.008761,-0.007716,0.023143,0.024173,-0.011344,0.016333,-0.032929,-0.003234,0.009665,-0.03333,,-0.019811,0.015199,0.089187,0.006217,0.00227,-0.045864,0.009574,0.044226,-0.049898,,-0.033094,-0.03038,,-0.02157,-0.001022,0.002931,,-0.025575,-0.011637,,-0.009709,-0.011299,0.0,-0.036125,-0.022104,-0.015348,-0.017321,0.018561,-0.026866,-0.012255,-0.02356,0.001323,-0.047742,-0.020356,0.012891,,-0.061321
2018-15,0.013877,-0.01191,0.011364,0.062208,-0.004734,0.057143,0.027121,0.024105,0.001792,-0.027729,-0.091719,-0.036024,,0.013993,-0.010302,-0.014543,0.031202,-0.003398,0.008086,-0.005172,-0.046387,-0.006143,,0.021329,0.018277,,0.008573,0.019447,0.012274,,0.015748,0.025252,,0.011438,-0.006154,0.012212,0.027257,-0.006028,-0.001998,0.007051,0.002278,-0.002045,0.009926,0.021448,0.059268,0.03794,0.005195,0.009091,,0.037688
2018-16,-0.006843,-0.039755,-0.027466,0.0,-0.033827,-0.024677,-0.045024,-0.044223,-0.093023,-0.032464,-0.052206,0.036384,,-0.122355,-0.024168,-0.016041,-0.02846,-0.029545,-0.029412,-0.038995,-0.019387,0.051916,,-0.001943,-0.074359,,-0.018822,-0.036145,-0.017321,,-0.033592,-0.030674,,-0.017771,-0.088899,-0.022788,-0.018242,-0.054882,-0.030837,-0.044341,-0.018182,-0.031762,-0.022113,0.002625,-0.045617,-0.037859,-0.023256,-0.034234,,-0.071429
2018-17,0.0,0.096455,-0.008986,0.011713,0.03884,0.050602,0.039702,-0.020149,0.126233,0.001254,-0.005431,-0.006545,,0.015024,-0.011533,-0.089664,0.046562,0.003513,-0.105601,0.028855,-0.055356,0.011163,,0.018978,0.081256,,-0.003094,0.032292,0.037015,,0.018717,-0.050818,,0.016447,0.050971,0.015089,0.013514,0.013795,0.01281,0.02442,0.060185,0.02328,0.015075,0.001309,-0.027819,0.014925,0.010582,-0.048507,,-0.011734
2018-18,-0.067183,0.027716,0.011658,0.014472,0.020011,-0.021789,-0.020116,-0.007616,0.024518,0.023176,0.083463,-0.012458,,-0.005508,0.000513,0.012894,0.02416,0.032672,0.065195,0.013146,-0.055175,0.009006,,-0.030086,0.032451,,-0.006828,-0.005045,0.007932,,0.005249,-0.002956,,-0.012945,0.016628,0.009459,-0.015,0.033228,-0.006528,-0.013111,0.033843,-0.004137,-0.00495,0.006536,0.114653,-0.018717,-0.005236,0.011765,,-0.010554
2018-19,0.01108,0.027751,0.015365,0.034237,0.006195,0.0,0.046625,0.05142,-0.02906,0.059382,0.00312,0.085395,,-0.002423,0.083199,0.016266,-0.002589,0.014124,-0.002892,0.00346,0.043496,0.092427,,0.054653,-0.033085,,0.02,0.001014,0.0,,0.020888,0.039367,,0.019672,0.061109,,0.027073,0.082083,0.032854,0.030193,-0.009504,0.002077,0.0199,0.036364,0.051172,0.054496,0.026316,0.0,,0.086667
